Date,Temperature(C),TdAvg(C),Hr.Avg(%),Wind(km/h),Pres.e.lev(Hp),Prec.(mm),TotClOct,lowClOct,VisKm
02/07/2019,26.0,16.0,20.3,11.5,59.1,NW,13.7,1010.8,0.0
02/06/2019,30.5,13.2,21.4,11.0,52.8,N,1.6,1013.4,0.2
02/05/2019,28.8,15.5,21.2,5.5,35.7,N,3.2,1014.5,----
02/04/2019,22.8,13.2,18.0,1.6,35.8,N,11.9,1016.0,----
02/03/2019,22.0,9.6,14.5,2.9,48.0,N,21.3,1018.3,0.0
02/02/2019,22.5,1.0,15.3,-0.4,36.7,N,16.9,1018.3,0.0
02/01/2019,21.8,9.6,15.7,-3.6,27.1,N,16.0,1020.4,0.0
01/31/2019,24.2,10.2,16.9,-2.2,28.8,N,10.4,1018.5,0.0
01/30/2019,23.6,11.0,17.0,1.4,35.9,NNW,7.4,1013.5,0.0
01/29/2019,21.4,9.0,14.3,2.6,46.6,N,4.9,1018.7,0.0
01/28/2019,22.8,10.2,15.8,-1.2,32.3,N,9.5,1013.7,0.0
01/27/2019,26.2,17.0,21.2,7.6,47.5,N,12.0,1010.2,0.0
01/26/2019,26.2,12.0,17.8,4.3,41.4,N,11.6,1012.3,0.0
01/25/2019,24.8,13.6,18.4,6.5,45.9,N,18.3,1014.1,0.0
01/24/2019,24.2,12.0,17.3,6.8,50.6,SW,3.7,1011.5,0.0
01/23/2019,25.5,10.2,16.5,2.9,44.2,N,10.0,1014.6,0.0
01/22/2019,23.6,9.6,16.0,0.9,38.3,N,8.3,1014.5,0.0
01/21/2019,21.6,12.0,15.6,2.7,42.6,N,11.4,1016.3,0.0
01/20/2019,20.2,8.0,13.2,3.0,52.4,N,15.8,1018.5,0.0
01/19/2019,20.0,9.0,13.5,3.0,51.5,N,13.5,1019.3,0.0
01/18/2019,19.4,9.4,13.9,3.7,52.4,NNW,7.4,1021.6,0.0
01/17/2019,21.0,10.2,13.6,-0.7,38.2,WNW,15.5,1019.7,0.0
01/16/2019,20.2,9.8,16.3,1.8,38.3,S,15.1,1013.1,0.0
01/15/2019,19.6,9.6,14.5,1.4,42.0,NNE,7.6,1016.2,0.0
01/14/2019,21.0,11.6,15.6,-1.1,32.9,SW,11.4,1013.9,0.0
01/13/2019,21.5,18.8,20.2,7.3,47.3,SSW,20.6,1008.8,0.0
01/12/2019,21.4,10.8,14.8,-0.4,36.0,N,14.6,1014.7,0.0
01/11/2019,18.8,7.8,13.4,0.4,42.9,N,16.4,1020.2,0.0
01/10/2019,19.2,9.0,12.9,-1.5,38.6,N,11.1,1021.5,0.0
01/09/2019,20.5,10.0,14.7,1.3,41.1,W,4.2,1019.4,0.0
01/08/2019,19.0,8.0,13.2,-1.8,37.3,CAL,0.0,1019.1,----
01/07/2019,19.8,7.8,12.8,-1.1,40.0,WNW,6.0,1019.8,0.0
01/06/2019,20.0,9.5,14.5,2.0,43.6,SSE,1.2,1015.1,0.0
01/05/2019,22.5,10.4,15.1,2.6,44.5,N,15.8,1017.8,0.0
01/04/2019,21.0,9.5,15.0,3.5,48.1,N,3.5,1021.6,0.0
01/03/2019,22.0,13.0,16.6,3.0,40.7,CAL,0.0,1018.1,0.0
01/02/2019,21.4,11.0,15.8,4.5,48.2,NNW,1.2,1015.3,0.0
04/11/2019,28.6,14.8,21.6,4.4,35.3,N,19.1,1013.8,----
04/10/2019,32.0,17.8,23.6,7.4,37.5,NNW,16.4,1009.9,0.0
04/09/2019,31.5,18.0,24.8,10.1,39.6,SSW,3.7,1007.1,0.0
04/08/2019,30.5,18.8,25.3,10.3,39.9,S,3.7,1007.7,0.0
04/07/2019,29.0,19.4,23.7,9.1,41.2,S,9.0,1010.2,0.0
04/06/2019,28.0,16.0,21.8,8.4,44.1,N,17.1,1011.9,0.0
04/05/2019,28.4,15.4,21.3,8.8,46.7,NNW,17.6,1011.7,0.0
04/04/2019,27.8,15.4,22.3,8.8,44.6,SSW,12.5,1010.0,0.4
04/03/2019,24.6,13.8,20.3,7.7,45.9,SSW,16.2,1011.5,0.4
04/02/2019,24.2,15.4,20.0,1.4,29.3,SSW,11.1,1012.8,0.0
04/01/2019,22.2,12.0,17.7,1.6,35.0,SW,10.7,1011.5,0.0
03/31/2019,26.4,17.4,19.6,2.0,32.6,WNW,22.7,1007.5,0.0
03/30/2019,27.8,20.2,23.9,5.0,30.3,SSW,16.7,1005.5,0.0
03/29/2019,27.6,17.0,22.6,2.3,28.2,NW,9.3,1012.9,0.0
03/28/2019,26.8,14.0,20.0,3.0,35.8,NNW,14.6,1019.7,0.0
03/27/2019,26.2,13.2,19.4,2.9,34.5,NNW,4.2,1016.4,0.0
03/26/2019,23.0,10.6,16.5,3.4,43.6,NNW,7.2,1011.1,0.0
03/25/2019,26.6,14.0,18.0,5.1,46.2,NNW,13.0,1003.7,0.1
03/24/2019,27.0,17.0,21.5,6.7,39.8,N,14.1,1015.3,0.0
03/23/2019,27.5,16.0,21.4,5.8,39.8,NNE,3.7,1012.1,Tr
03/22/2019,27.5,14.0,20.8,7.9,46.3,NNW,12.0,1013.3,0.0
03/21/2019,28.0,16.6,21.1,8.2,46.1,N,19.9,1011.8,0.0
03/20/2019,29.2,14.2,20.8,3.4,34.0,N,17.6,1012.2,0.0
03/19/2019,27.4,13.8,19.9,5.2,41.3,N,21.7,1015.1,0.0
03/18/2019,24.2,11.8,17.6,3.9,42.9,N,17.6,1020.0,0.0
03/17/2019,23.2,12.2,17.0,3.3,42.4,NW,10.7,1018.6,0.0
03/16/2019,24.2,15.0,19.4,5.0,40.3,SW,13.5,1013.2,0.0
03/15/2019,23.8,13.2,18.5,4.5,41.8,NW,9.3,1015.1,0.0
03/14/2019,28.4,15.8,20.7,0.2,26.4,NW,24.1,1010.5,0.0
03/13/2019,28.0,14.2,21.1,0.3,27.1,S,12.5,1009.7,0.0
03/12/2019,27.6,10.0,19.8,3.0,35.3,N,21.8,1016.4,0.0
03/11/2019,26.0,11.0,18.3,3.9,42.1,N,19.5,1020.4,0.0
03/10/2019,25.6,11.6,18.4,2.1,36.8,N,18.5,1020.4,0.0
03/09/2019,24.0,11.5,18.1,2.9,39.1,N,19.2,1021.8,0.0
03/08/2019,23.5,11.4,17.2,5.9,49.9,N,15.8,1021.2,0.0
03/07/2019,23.0,11.5,17.2,6.1,49.9,N,14.4,1021.0,0.0
03/06/2019,21.5,10.8,14.3,8.3,69.0,N,10.2,1020.1,0.0
03/05/2019,24.5,12.0,16.9,5.9,51.7,ESE,5.1,1014.7,0.9
03/04/2019,23.2,12.5,17.7,2.2,37.0,S,3.4,1013.6,0.0
03/03/2019,22.0,9.0,16.2,-0.1,34.1,NNE,2.8,1015.5,0.0
03/02/2019,20.0,12.0,16.1,4.0,45.9,NNW,6.5,1016.2,0.0
03/01/2019,22.2,12.0,15.1,3.1,45.4,NW,10.7,1015.2,0.0
02/28/2019,22.5,15.8,18.6,2.3,33.7,W,16.1,1012.3,----
02/27/2019,26.8,14.0,19.2,0.7,32.7,N,10.9,1011.5,0.0
02/26/2019,30.6,12.4,20.6,-0.2,26.4,NNW,9.7,1011.3,0.0
02/25/2019,28.8,10.4,18.9,3.1,37.6,N,12.5,1016.0,0.0
02/24/2019,23.8,10.4,16.8,2.4,41.0,N,13.2,1017.9,0.0
02/23/2019,21.4,10.6,15.8,3.8,47.3,N,11.6,1016.9,0.0
02/22/2019,21.4,10.6,15.9,4.2,47.1,N,17.1,1018.2,0.0
02/21/2019,23.5,10.5,16.2,3.6,46.3,N,12.0,1018.0,0.0
05/31/2019,42.2,29.2,36.0,8.8,20.0,N,24.1,1006.7,0.0
05/30/2019,40.8,26.2,34.8,10.5,24.1,N,23.2,1007.5,0.0
05/29/2019,38.6,25.4,32.2,10.0,29.1,N,27.3,1008.2,0.0
05/28/2019,38.2,24.0,31.9,6.4,22.2,N,28.3,1008.3,0.0
05/27/2019,37.2,24.2,30.6,7.3,25.5,N,32.0,1009.6,0.0
05/26/2019,41.2,25.0,32.5,11.1,29.7,N,28.7,1010.8,0.0
05/25/2019,42.4,27.4,33.5,11.2,26.6,N,14.8,1009.6,0.0
05/24/2019,44.8,27.8,34.7,5.4,16.7,S,11.1,1008.1,0.0
05/23/2019,43.4,27.6,36.5,6.8,17.0,NNW,16.2,1011.2,0.0
05/22/2019,42.6,26.0,34.4,6.2,18.8,N,19.9,1012.1,0.0
05/21/2019,40.0,22.4,30.8,9.0,28.5,N,24.8,1012.2,0.0
05/20/2019,36.2,21.0,28.6,6.9,28.1,N,27.8,1010.8,0.0
05/19/2019,36.4,22.2,29.8,1.7,17.9,N,20.4,1008.7,0.0
05/18/2019,40.4,22.8,29.8,4.2,22.4,NNW,24.8,1009.0,0.0
05/17/2019,41.4,26.2,33.7,6.0,19.1,SW,12.3,1005.4,0.0
05/16/2019,42.0,25.0,33.2,7.1,21.2,WSW,5.1,1004.6,0.0
05/15/2019,41.0,24.5,32.5,7.0,21.7,NNW,9.0,1006.1,0.0
05/14/2019,40.0,23.6,31.0,5.4,21.3,N,17.6,1007.7,0.0
05/13/2019,37.6,22.0,30.4,3.7,19.6,NNW,16.2,1008.0,0.0
05/12/2019,35.6,19.8,27.9,1.3,19.5,N,21.3,1010.2,0.0
05/11/2019,31.6,18.0,24.4,4.7,29.9,N,16.4,1011.3,0.0
05/10/2019,29.0,15.8,22.4,6.1,36.7,NNW,22.7,1012.6,0.0
05/09/2019,30.2,17.0,23.1,6.8,37.9,N,15.8,1010.3,0.0
05/08/2019,31.5,17.0,23.8,6.3,34.1,N,15.9,1013.5,----
05/07/2019,39.0,25.5,29.9,4.7,23.4,N,18.1,1010.5,0.0
05/06/2019,37.6,22.5,30.5,3.4,18.5,W,7.9,1008.3,0.0
05/05/2019,34.8,19.6,26.3,4.9,29.6,N,19.9,1010.4,0.0
05/04/2019,34.5,17.0,24.4,7.6,35.8,NNW,20.1,1011.0,0.0
05/03/2019,40.6,26.2,32.2,8.1,23.7,NNW,18.5,1007.6,0.0
05/02/2019,40.6,23.2,32.3,6.2,22.3,N,7.2,1007.4,0.0
05/01/2019,38.8,22.6,30.9,4.3,20.2,N,14.4,1010.6,0.0
04/30/2019,37.4,21.2,29.8,1.6,18.1,N,13.2,1011.6,----
04/29/2019,36.8,21.4,29.0,-0.7,16.9,N,11.6,1010.5,0.0
04/28/2019,34.6,19.6,27.0,1.8,22.1,N,19.0,1011.0,0.0
04/27/2019,34.0,19.0,27.6,2.4,21.9,N,31.5,1010.3,0.0
04/26/2019,33.8,20.8,26.1,2.2,23.2,N,29.7,1013.9,0.0
04/25/2019,32.6,16.2,24.7,2.7,26.4,N,30.1,1017.2,0.0
04/24/2019,30.6,15.6,21.7,0.8,29.3,N,31.3,1019.8,0.0
04/23/2019,26.0,12.2,19.2,1.0,32.5,NNW,23.4,1018.9,0.0
04/22/2019,23.8,12.2,17.5,1.5,35.3,NNW,11.6,1016.9,0.0
04/21/2019,24.6,14.0,19.3,3.1,33.5,NNW,17.3,1015.6,0.0
04/20/2019,28.2,14.6,20.3,4.0,37.0,NNW,18.1,1015.9,0.0
04/19/2019,26.6,14.5,20.8,3.3,33.6,NNW,8.8,1014.7,0.0
04/18/2019,28.5,16.0,20.9,6.3,40.6,N,19.9,1014.0,0.0
04/17/2019,30.0,17.0,22.6,6.4,37.1,N,7.4,1010.2,0.0
04/16/2019,28.6,18.6,23.2,11.4,48.7,N,18.5,1011.6,0.0
04/15/2019,34.0,18.5,24.7,7.9,36.7,N,17.1,1012.7,0.0
04/14/2019,33.5,22.0,27.3,8.9,35.0,SW,7.9,1009.3,0.0
04/13/2019,31.2,16.5,23.5,3.6,29.1,N,13.7,1010.2,0.0
04/12/2019,28.5,15.0,21.5,4.7,35.8,N,19.2,1012.3,0.0
07/20/2019,39.0,26.0,32.8,14.2,34.8,N,21.8,1008.5,0.0
07/19/2019,43.0,28.0,34.4,16.0,36.2,N,23.4,1007.6,0.0
07/18/2019,42.8,29.6,35.9,13.1,26.5,N,19.0,1004.1,0.0
07/17/2019,42.2,29.4,35.7,10.0,22.8,WSW,9.3,1003.9,0.0
07/16/2019,40.2,26.0,33.2,12.1,30.1,NNW,13.7,1005.4,0.0
07/15/2019,41.4,26.4,32.4,12.1,33.3,N,22.2,1004.3,----
07/14/2019,43.4,18.5,32.4,13.1,34.6,N,13.9,1005.7,0.0
07/13/2019,43.6,29.8,36.1,15.7,31.9,NNW,10.7,1005.9,0.0
07/12/2019,43.0,24.6,35.3,11.1,25.2,NNW,11.1,1003.7,0.0
07/11/2019,42.0,28.0,35.3,8.4,20.9,N,13.3,1002.2,----
07/10/2019,42.0,27.0,34.9,10.5,24.7,N,10.7,1004.2,0.0
07/09/2019,41.0,28.4,34.4,14.0,32.2,NNW,17.6,1006.7,0.0
07/08/2019,41.6,27.5,34.2,12.3,28.6,N,13.7,1004.9,0.0
07/07/2019,41.0,27.4,34.4,10.1,24.7,N,15.3,1002.9,0.0
07/06/2019,39.5,26.4,33.1,12.1,30.0,N,17.6,1003.0,0.0
07/05/2019,40.2,26.5,32.8,11.2,29.9,N,24.1,1005.2,0.0
07/04/2019,39.5,26.0,33.4,8.9,24.0,N,15.5,1006.6,0.0
07/03/2019,39.6,24.8,33.1,8.3,24.2,N,22.2,1006.8,0.0
07/02/2019,41.0,27.5,34.0,13.4,30.3,N,16.4,1005.6,0.0
07/01/2019,41.0,28.2,34.7,15.2,33.7,N,15.8,1004.1,0.0
06/30/2019,39.8,26.6,33.6,13.3,31.3,N,18.1,1003.9,0.0
06/29/2019,42.2,26.8,33.8,17.2,41.1,N,24.6,1003.8,0.0
06/28/2019,42.2,27.0,35.5,9.9,22.3,N,17.5,1004.7,0.0
06/27/2019,44.2,27.8,35.7,11.6,24.6,N,22.2,1007.1,0.0
06/26/2019,42.8,28.0,35.8,14.9,31.1,N,17.1,1006.5,0.0
06/25/2019,40.6,27.2,34.4,15.8,35.9,N,26.9,1005.7,0.0
06/24/2019,39.8,27.2,33.3,14.3,33.4,N,26.9,1006.1,0.0
06/23/2019,39.2,26.0,32.0,11.9,31.2,N,22.8,1007.1,0.0
06/22/2019,39.6,25.6,32.9,11.4,28.4,N,20.6,1007.5,0.0
06/21/2019,42.0,23.0,34.3,11.2,25.4,N,20.4,1006.2,0.0
06/20/2019,41.0,26.0,33.9,12.8,28.9,NNW,15.5,1008.3,0.0
06/19/2019,40.4,26.0,33.5,12.7,30.1,NNW,16.9,1009.7,0.0
06/18/2019,38.8,25.4,31.9,14.4,35.4,N,14.6,1009.6,0.0
06/17/2019,38.6,26.0,32.2,17.8,44.1,S,9.7,1007.3,0.0
06/16/2019,36.0,25.2,31.7,14.3,35.8,NW,12.5,1006.3,0.0
06/15/2019,37.0,26.2,31.3,16.1,41.6,NNW,20.1,1005.3,----
06/14/2019,36.8,24.0,30.5,14.5,39.3,NNW,16.9,1006.9,0.0
06/13/2019,40.6,24.8,30.7,14.3,39.7,NNW,20.6,1009.8,0.0
06/12/2019,40.2,27.0,32.9,13.1,31.7,S,3.9,1007.6,0.0
06/11/2019,39.4,25.4,31.9,14.4,37.5,SSW,5.6,1007.3,0.0
06/10/2019,38.5,23.0,31.0,12.0,33.2,SSW,4.4,1005.7,0.0
06/09/2019,37.2,24.0,30.6,12.4,33.9,NNW,14.4,1007.8,0.0
06/08/2019,39.5,25.0,31.4,15.2,39.3,N,18.3,1007.6,0.0
06/07/2019,43.5,27.8,34.0,15.4,34.2,N,24.6,1008.0,0.0
06/06/2019,43.2,29.0,36.0,12.2,24.8,N,21.8,1007.8,0.0
06/05/2019,43.8,28.0,34.8,13.1,28.5,N,17.6,1007.5,0.0
06/04/2019,42.6,26.6,35.1,9.8,22.3,N,19.0,1008.1,0.0
06/03/2019,41.5,26.8,34.0,10.8,25.6,N,24.1,1010.4,0.0
06/02/2019,41.6,26.5,34.1,8.6,21.7,N,18.3,1008.3,0.0
06/01/2019,43.5,28.2,34.9,11.7,25.5,N,19.5,1007.2,0.0
09/08/2019,39.8,24.8,31.4,16.3,43.4,N,23.2,1008.1,0.0
09/07/2019,40.0,25.4,32.6,13.7,33.7,N,10.4,1007.9,0.0
09/06/2019,38.6,25.0,32.2,15.1,39.3,N,13.4,1007.6,0.0
09/05/2019,37.5,25.2,31.5,15.9,40.7,N,13.4,1005.7,0.0
09/04/2019,39.4,26.0,32.2,16.0,40.0,N,16.2,1005.1,0.0
09/03/2019,40.2,27.4,33.0,16.4,39.6,N,23.2,1006.0,0.0
09/02/2019,40.5,27.8,33.7,15.2,34.1,N,19.9,1004.4,0.0
09/01/2019,40.0,28.0,33.5,15.8,36.5,N,23.6,1003.5,0.0
08/31/2019,38.8,27.4,33.2,15.8,36.8,N,27.3,1005.8,0.0
08/30/2019,39.0,27.0,32.6,18.2,43.6,NNW,25.7,1007.1,0.0
08/29/2019,39.2,27.4,33.2,16.1,37.3,N,22.9,1007.3,0.0
08/28/2019,40.2,26.8,33.6,15.6,35.6,N,21.8,1007.3,0.0
08/27/2019,41.2,27.8,34.5,14.0,31.1,N,26.4,1006.9,0.0
08/26/2019,41.4,27.4,34.5,14.1,30.9,N,23.6,1006.9,0.0
08/25/2019,41.0,27.6,34.7,15.3,32.5,N,22.7,1007.3,0.0
08/24/2019,40.6,28.8,34.2,18.5,42.7,N,20.4,1005.1,0.0
08/23/2019,39.0,27.2,33.1,13.8,33.0,N,22.0,1004.7,0.0
08/22/2019,39.0,27.2,33.3,15.0,34.2,N,20.9,1006.9,0.0
08/21/2019,39.5,26.0,32.5,15.7,38.6,N,18.1,1008.5,0.0
08/20/2019,41.6,26.4,33.6,14.9,34.4,N,13.0,1008.1,0.0
08/19/2019,39.5,28.6,34.3,13.3,29.7,N,11.4,1006.1,0.0
08/18/2019,42.0,27.0,33.6,15.8,37.1,N,19.6,1004.6,0.0
08/17/2019,42.0,29.0,34.9,11.7,25.1,N,17.7,1006.0,0.0
08/16/2019,41.4,25.0,35.0,10.9,25.1,NW,8.6,1006.3,0.0
08/15/2019,38.6,27.8,32.8,15.0,37.0,E,7.6,1007.1,0.0
08/14/2019,41.0,28.6,33.1,18.8,45.6,SW,4.6,1004.8,0.0
08/13/2019,39.0,28.2,34.2,11.0,25.6,SSW,6.5,1004.2,0.0
08/12/2019,41.0,27.0,33.7,11.5,27.3,S,4.2,1005.1,0.0
08/11/2019,39.0,30.8,34.3,8.7,21.4,NNW,12.6,1008.2,0.0
08/10/2019,40.5,25.5,33.9,12.2,27.3,NW,11.1,1004.1,0.0
08/09/2019,40.5,27.0,34.1,13.4,29.8,N,14.0,1005.2,0.0
08/08/2019,40.4,27.0,33.6,13.7,32.1,N,23.6,1005.1,0.0
08/07/2019,41.5,26.0,33.3,12.5,30.5,NNW,16.0,1004.9,0.0
08/06/2019,42.2,28.8,34.8,15.6,35.0,N,14.4,1004.1,0.0
08/05/2019,41.5,28.4,35.2,13.8,28.8,N,12.3,1003.0,0.0
08/04/2019,40.4,28.8,34.1,16.8,38.3,NNW,17.1,1003.8,0.0
08/03/2019,42.5,28.0,34.4,13.7,30.3,NW,11.8,1004.7,0.0
08/02/2019,43.8,28.4,35.2,15.8,34.7,N,9.7,1005.1,0.0
08/01/2019,42.0,28.0,34.5,12.0,26.3,N,14.8,1003.2,0.0
07/31/2019,42.2,28.8,34.9,9.5,23.3,N,17.9,1002.7,0.0
07/30/2019,41.4,27.8,34.8,8.7,21.5,N,21.8,1003.6,0.0
07/29/2019,39.4,26.0,33.4,13.4,33.1,N,19.5,1015.8,0.0
07/28/2019,39.0,27.4,33.2,12.6,29.6,N,19.5,1014.7,0.0
07/27/2019,40.8,26.6,33.0,13.6,32.4,NNW,22.8,1003.6,0.0
07/26/2019,42.0,27.0,34.4,10.3,25.9,N,21.3,1004.8,0.0
07/25/2019,41.0,26.4,35.0,7.5,19.9,N,23.6,1005.1,0.0
07/24/2019,41.0,27.2,34.5,10.8,24.7,N,21.5,1003.8,0.0
07/23/2019,40.4,27.4,34.0,13.8,31.6,N,19.7,1003.3,0.0
07/22/2019,38.4,27.0,32.7,14.6,35.4,NNW,24.1,1005.6,0.0
07/21/2019,38.4,25.0,31.9,15.5,39.7,NNW,19.7,1007.9,0.0
10/28/2019,29.4,19.6,24.1,16.6,63.8,N,16.7,1011.2,0.0
10/27/2019,30.4,18.8,23.9,16.4,63.3,N,24.9,1010.7,0.4
10/26/2019,30.6,21.4,26.2,10.6,37.9,SSW,4.6,1010.3,0.0
10/25/2019,30.6,19.3,25.3,10.3,40.4,NNW,8.8,1010.5,0.0
10/24/2019,33.6,20.2,25.5,15.2,54.4,N,8.3,1010.3,0.0
10/23/2019,33.6,21.5,26.8,14.4,48.2,NNW,6.5,1007.4,0.0
10/22/2019,34.4,22.2,27.8,13.4,42.9,N,11.6,1010.1,0.0
10/21/2019,35.4,24.6,26.9,13.6,43.8,N,12.7,1014.9,0.0
10/20/2019,34.4,21.4,27.4,14.2,47.0,N,18.1,1014.9,0.0
10/19/2019,32.6,22.0,27.6,16.7,54.0,N,16.0,1014.8,0.0
10/18/2019,35.2,25.6,29.0,19.2,55.4,N,16.9,1014.3,0.0
10/17/2019,37.6,25.0,29.2,18.1,53.8,N,16.7,1013.1,Tr
10/16/2019,40.0,28.0,33.1,15.1,34.9,N,11.8,1010.1,0.0
10/15/2019,39.2,30.0,33.5,14.8,33.2,ESE,5.8,1010.6,0.0
10/14/2019,37.4,24.6,30.1,17.8,49.8,N,13.9,1011.5,0.0
10/13/2019,35.0,23.4,28.9,16.8,50.4,N,14.8,1011.1,0.0
10/12/2019,36.5,24.5,30.0,16.9,45.5,N,16.4,1010.7,0.0
10/11/2019,35.0,25.8,30.2,17.0,46.4,N,22.2,1011.5,0.0
10/10/2019,35.4,25.4,29.7,16.1,45.4,N,18.3,1012.8,0.0
10/09/2019,37.2,24.4,30.7,15.5,40.5,N,14.0,1012.5,0.0
10/08/2019,36.2,22.4,29.0,15.1,45.1,N,14.6,1009.9,0.0
10/07/2019,37.0,22.8,28.5,16.5,50.5,N,19.9,1009.0,0.0
10/06/2019,36.6,23.2,30.2,14.2,39.5,N,13.0,1009.1,2.0
10/05/2019,36.8,24.0,29.5,10.7,33.1,N,16.4,1009.8,0.0
10/04/2019,36.5,23.8,29.2,12.9,39.5,N,20.4,1011.5,0.0
