Date,Temperature(C),TdAvg(C),Hr.Avg(%),Wind(km/h),Pres.e.lev(Hp),Prec.(mm),TotClOct,lowClOct,VisKm
05/15/2019,-----,-----,-----,22.0,W,5.6,0.0,,
05/14/2019,-----,-----,-----,18.0,SE,3.1,0.0,,
05/13/2019,31.7,18.0,24.1,24.2,ENE,2.8,0.0,,
05/12/2019,30.7,15.5,21.9,30.0,NNW,2.3,0.0,,
05/11/2019,25.9,12.4,16.2,43.8,N,3.7,0.0,,
05/10/2019,20.2,11.9,14.4,64.0,WNW,2.3,0.0,,
05/09/2019,21.1,11.6,15.0,58.8,NW,3.3,0.0,,
05/08/2019,20.3,12.3,14.8,65.0,WNW,6.9,0.0,,
05/07/2019,23.4,15.3,19.3,60.5,W,6.0,0.0,,
05/06/2019,34.0,18.4,26.0,17.8,SW,9.7,0.0,,
05/05/2019,-----,-----,-----,41.3,SE,3.7,0.0,,
05/04/2019,21.9,12.0,15.5,61.0,NW,3.7,0.0,,
05/03/2019,28.8,18.0,22.1,46.5,E,4.2,0.0,,
05/02/2019,31.5,-----,-----,30.7,SSE,3.7,0.0,,
05/01/2019,-----,-----,-----,-----,----,----,0.0,,
04/30/2019,-----,-----,-----,-----,----,----,0.0,,
04/29/2019,-----,-----,-----,30.7,WNW,3.1,0.0,,
04/28/2019,-----,-----,-----,38.0,ESE,2.8,----,,
04/27/2019,25.5,18.3,20.7,35.8,NNE,4.2,0.0,,
04/26/2019,27.0,16.4,19.8,39.2,NE,5.1,0.0,,
04/25/2019,25.8,13.7,17.7,46.2,ESE,1.4,0.0,,
04/24/2019,24.6,10.1,14.5,59.5,ESE,3.7,0.0,,
04/23/2019,17.2,9.5,11.6,65.5,W,5.1,0.0,,
04/22/2019,-----,-----,-----,69.7,WSW,11.7,0.0,,
04/21/2019,15.2,7.0,9.5,79.5,WSW,9.3,15.0,,
04/20/2019,15.0,9.8,11.2,72.8,WSW,7.4,10.0,,
04/19/2019,14.7,10.5,11.8,67.5,W,9.3,0.0,,
04/18/2019,16.9,10.8,12.7,71.0,NW,5.1,0.0,,
04/17/2019,16.4,12.4,13.7,60.8,WSW,8.3,0.0,,
04/16/2019,16.6,12.3,13.8,80.0,SW,1.9,3.0,,
04/15/2019,-----,-----,-----,78.7,W,4.3,0.0,,
04/14/2019,22.8,18.4,21.5,38.0,SW,4.2,0.0,,
04/13/2019,29.0,14.7,18.9,41.2,SE,6.5,0.0,,
04/12/2019,25.3,10.1,14.7,60.5,S,2.8,2.0,,
01/05/2022,-----,-----,-----,79.5,W,2.8,3.0,,
01/04/2022,13.9,9.8,10.9,68.0,WSW,8.5,0.0,,
01/03/2022,-----,-----,-----,77.0,W,4.6,0.5,,
01/02/2022,14.2,8.8,10.7,83.3,ENE,3.1,0.0,,
01/01/2022,-----,-----,-----,84.0,E,5.6,----,,
12/31/2022,15.5,9.3,11.2,65.2,SE,7.4,0.0,,
12/30/2022,15.6,8.2,10.8,64.3,ESE,1.3,0.0,,
12/29/2022,13.7,5.2,6.9,54.5,ESE,3.7,0.0,,
12/28/2022,12.6,8.1,9.2,53.6,SE,5.9,0.0,,
12/27/2022,14.8,6.7,9.2,56.0,ESE,5.9,0.0,,
12/26/2022,14.0,4.6,7.5,67.8,ESE,2.5,0.0,,
12/25/2022,11.2,5.6,7.9,74.0,W,1.4,0.0,,
12/24/2022,9.6,8.4,9.1,81.0,W,7.7,9.0,,
12/23/2022,11.4,8.5,9.8,79.5,WSW,4.0,0.0,,
12/22/2022,-----,-----,-----,85.3,WSW,5.6,----,,
12/21/2022,10.4,6.3,7.3,82.0,SW,9.3,43.0,,
12/20/2022,9.7,8.2,9.1,59.5,SSW,4.6,2.0,,
12/19/2022,14.2,7.2,10.1,58.6,SSW,4.4,0.0,,
12/18/2022,13.0,9.1,10.1,75.2,SW,4.8,5.0,,
12/17/2022,13.1,9.2,10.6,70.2,W,2.3,0.0,,
12/16/2022,14.5,8.6,11.7,62.1,W,2.1,0.0,,
12/15/2022,16.7,11.1,14.3,75.0,W,5.0,9.0,,
12/14/2022,20.8,12.6,15.8,37.8,ESE,5.6,0.0,,
12/13/2022,21.6,14.0,15.5,38.2,ESE,8.5,0.0,,
12/12/2022,20.5,10.0,13.2,49.0,ESE,8.6,0.0,,
12/11/2022,18.2,9.6,12.4,51.6,ESE,12.2,0.0,,
12/10/2022,17.0,6.7,10.5,74.0,SE,5.6,0.0,,
12/09/2022,14.3,9.6,11.4,78.8,WSW,8.6,0.0,,
12/08/2022,-----,-----,-----,52.0,S,6.8,----,,
12/07/2022,14.9,11.0,13.3,51.0,ESE,8.3,----,,
12/06/2022,19.5,12.3,13.9,78.0,WSW,4.9,0.0,,
12/05/2022,17.5,10.9,13.4,58.2,WSW,6.5,0.0,,
12/04/2022,15.8,10.8,13.6,48.2,ESE,4.2,----,,
12/03/2022,17.8,10.1,13.0,67.2,WSW,4.3,0.0,,
12/02/2022,16.2,11.6,12.7,73.3,WSW,8.2,0.0,,
12/01/2022,17.3,13.8,15.8,82.0,WSW,12.0,----,,
11/30/2022,26.1,15.8,20.4,30.2,E,5.6,0.0,,
11/29/2022,28.3,16.2,19.6,32.5,SE,4.3,0.0,,
11/28/2022,25.3,12.3,17.6,41.4,ESE,3.0,0.0,,
11/27/2022,-----,-----,-----,61.3,E,4.3,----,,
11/26/2022,20.6,-----,-----,73.2,SW,2.3,----,,
11/25/2022,20.1,12.1,15.4,52.1,E,1.3,0.0,,
11/24/2022,21.4,11.1,17.3,53.0,SE,5.3,0.0,,
11/23/2022,20.7,11.6,14.0,60.0,SE,2.2,0.0,,
11/22/2022,-----,-----,-----,62.0,N,1.2,0.0,,
11/21/2022,16.7,11.2,13.2,68.9,SE,4.2,0.0,,
11/20/2022,15.1,13.7,14.6,80.0,SW,2.8,----,,
11/19/2022,22.1,15.4,16.4,79.7,W,9.0,0.0,,
11/18/2022,21.2,13.2,17.4,58.0,W,1.9,0.0,,
11/17/2022,-----,-----,-----,32.8,SSE,1.9,0.0,,
06/04/2022,31.5,20.9,25.0,25.8,W,6.5,0.0,,
06/03/2022,29.4,20.2,23.9,37.8,W,9.3,0.0,,
06/02/2022,23.8,17.3,21.5,60.8,W,9.9,----,,
06/01/2022,-----,-----,-----,53.3,W,13.6,0.0,,
05/31/2022,-----,-----,-----,33.0,W,14.2,----,,
05/30/2022,-----,-----,-----,-----,----,----,----,,
05/29/2022,33.3,23.9,28.8,23.7,NNW,6.9,0.0,,
05/28/2022,-----,-----,-----,26.3,W,1.2,----,,
05/27/2022,33.6,22.3,26.9,26.7,NW,5.3,0.0,,
05/26/2022,31.8,18.4,25.2,33.7,ENE,1.9,----,,
05/25/2022,29.1,20.2,22.2,34.0,WNW,5.9,0.0,,
05/24/2022,24.6,16.2,19.9,47.2,WSW,6.5,----,,
05/23/2022,-----,-----,-----,65.3,WSW,14.2,----,,
05/22/2022,-----,-----,-----,42.8,W,5.6,----,,
05/21/2022,-----,-----,-----,19.7,ESE,4.9,0.0,,
05/20/2022,31.7,20.4,24.2,26.3,SW,4.9,0.0,,
05/19/2022,25.7,18.1,21.4,44.3,WNW,3.7,----,,
05/18/2022,27.1,17.4,20.2,40.4,NW,4.4,0.0,,
05/17/2022,-----,-----,-----,64.3,WNW,6.8,----,,
05/16/2022,23.0,14.0,17.0,62.6,WSW,9.3,0.0,,
05/15/2022,34.4,22.7,26.3,31.6,NNE,8.5,----,,
05/14/2022,36.6,21.7,25.1,31.5,SE,7.9,0.0,,
05/13/2022,29.3,16.1,19.9,32.7,WSW,3.4,0.0,,
05/12/2022,23.7,13.9,18.6,51.9,W,5.1,0.0,,
05/11/2022,-----,-----,-----,30.0,WSW,6.2,0.0,,
05/10/2022,27.6,18.0,21.0,32.0,W,4.6,----,,
05/09/2022,27.3,14.3,19.7,34.0,W,4.2,0.0,,
05/08/2022,22.6,12.0,16.5,53.2,WNW,5.3,0.0,,
05/07/2022,20.0,13.0,15.2,58.2,WSW,7.0,0.0,,
05/06/2022,19.7,12.6,14.4,69.6,WSW,14.5,0.0,,
05/05/2022,18.4,13.3,15.6,72.7,WSW,9.0,----,,
05/04/2022,-----,-----,-----,45.4,W,10.0,0.0,,
05/03/2022,-----,-----,-----,29.0,S,8.8,0.0,,
05/02/2022,-----,-----,-----,46.3,WSW,3.7,0.0,,
05/01/2022,23.7,15.2,18.8,63.9,WSW,10.6,0.0,,
04/30/2022,31.3,23.7,25.9,29.2,S,4.2,0.0,,
04/29/2022,30.6,18.9,22.3,32.0,S,5.9,0.0,,
04/28/2022,-----,-----,-----,34.0,S,11.1,----,,
04/27/2022,-----,-----,-----,30.5,NW,4.2,0.0,,
04/26/2022,-----,-----,-----,41.0,E,1.9,0.0,,
04/25/2022,28.9,19.0,22.6,43.8,NNE,2.6,0.0,,
04/24/2022,-----,-----,-----,42.7,S,4.0,0.0,,
04/23/2022,31.2,19.6,23.6,20.4,ESE,5.9,0.0,,
04/22/2022,28.5,12.3,17.2,55.4,SE,4.1,0.0,,
04/21/2022,20.9,10.0,13.4,70.0,W,4.8,0.0,,
04/20/2022,19.3,10.6,12.8,66.2,WNW,4.2,0.0,,
04/19/2022,-----,-----,-----,63.3,W,9.9,0.0,,
04/18/2022,31.8,23.9,27.0,13.2,SE,6.5,----,,
04/17/2022,31.5,16.1,20.7,24.9,SE,3.4,0.0,,
04/16/2022,24.2,14.3,17.6,30.2,NW,4.8,0.0,,
09/12/2022,30.0,20.1,23.2,64.8,WNW,8.9,0.0,,
09/11/2022,31.7,20.3,25.0,62.1,W,16.1,0.0,,
09/10/2022,-----,-----,-----,45.0,W,10.2,0.0,,
09/09/2022,34.1,23.0,26.9,45.6,WNW,3.0,----,,
09/08/2022,-----,-----,-----,-----,----,----,----,,
09/07/2022,29.2,21.2,24.2,71.1,W,10.0,0.0,,
09/06/2022,31.5,-----,-----,59.5,W,9.7,0.0,,
09/05/2022,27.6,22.6,24.7,73.8,W,7.4,----,,
09/04/2022,31.2,22.5,25.6,69.1,W,13.4,0.0,,
09/03/2022,31.6,24.1,26.3,74.2,W,10.2,0.0,,
09/02/2022,-----,-----,-----,73.7,W,6.2,----,,
09/01/2022,-----,-----,-----,79.2,W,4.8,----,,
08/31/2022,-----,-----,-----,54.3,W,3.1,0.0,,
08/30/2022,36.5,23.5,29.9,52.0,N,1.9,0.0,,
08/29/2022,38.3,26.6,32.1,38.3,SW,3.2,0.0,,
08/28/2022,37.8,26.6,30.7,42.9,W,6.6,0.0,,
08/27/2022,-----,-----,-----,46.8,E,2.3,0.0,,
08/26/2022,29.1,22.6,26.3,37.8,CAL,0.0,0.0,,
08/25/2022,36.3,22.4,27.4,42.0,N,1.9,----,,
08/24/2022,-----,-----,-----,66.6,WNW,10.7,----,,
08/23/2022,-----,-----,-----,-----,----,----,----,,
08/22/2022,-----,-----,-----,-----,----,----,----,,
08/21/2022,-----,-----,-----,-----,----,----,----,,
08/20/2022,31.1,21.3,24.0,68.5,W,8.8,0.0,,
08/19/2022,-----,-----,-----,65.0,WNW,7.4,----,,
08/18/2022,32.2,19.3,23.6,65.2,W,6.3,0.0,,
08/17/2022,32.5,21.8,26.2,60.3,W,11.1,0.0,,
08/16/2022,33.0,19.3,24.6,64.0,WNW,5.9,0.0,,
08/15/2022,-----,-----,-----,64.8,W,10.4,0.0,,
08/14/2022,30.2,21.7,24.8,70.6,W,11.4,0.0,,
08/13/2022,29.9,21.3,24.2,63.2,W,14.8,0.0,,
08/12/2022,-----,-----,-----,59.0,W,5.6,0.0,,
08/11/2022,30.8,22.2,25.4,71.6,W,8.7,0.0,,
08/10/2022,30.5,21.7,24.6,72.7,WNW,6.8,0.0,,
08/09/2022,31.5,-----,-----,78.0,WNW,7.4,----,,
08/08/2022,30.8,21.8,25.6,60.5,WNW,9.9,0.0,,
08/07/2022,-----,-----,-----,75.4,W,11.9,----,,
08/06/2022,33.1,23.8,26.2,65.2,W,9.7,0.0,,
08/05/2022,36.1,-----,-----,53.8,W,10.2,0.0,,
08/04/2022,-----,-----,-----,52.4,WNW,1.1,----,,
08/03/2022,34.3,23.5,26.5,48.7,W,12.4,0.0,,
08/02/2022,31.9,23.3,25.7,54.5,W,9.7,0.0,,
08/01/2022,29.7,20.9,25.1,66.0,W,11.9,----,,
07/31/2022,30.9,21.5,24.7,70.1,W,14.0,0.0,,
07/30/2022,-----,-----,-----,-----,----,----,----,,
07/29/2022,36.3,24.5,30.1,39.8,W,8.0,0.0,,
07/28/2022,34.5,21.8,27.5,53.4,W,6.0,0.0,,
07/27/2022,33.8,23.8,27.4,34.6,W,9.0,0.0,,
07/26/2022,-----,-----,-----,44.0,W,13.9,0.0,,
07/25/2022,-----,-----,-----,42.5,WNW,8.3,0.0,,
11/01/2022,-----,-----,-----,77.0,W,9.3,----,,
10/31/2022,-----,-----,-----,65.8,W,12.6,0.0,,
10/30/2022,26.3,16.7,21.6,38.4,ESE,5.8,0.0,,
10/29/2022,-----,-----,-----,40.2,NNE,4.2,0.0,,
10/28/2022,-----,-----,-----,49.5,ENE,5.6,0.0,,
10/27/2022,-----,-----,-----,60.6,E,4.4,0.0,,
10/26/2022,25.7,17.1,20.1,57.4,SE,13.3,3.5,,
10/25/2022,26.3,16.9,20.4,51.5,SE,12.0,0.0,,
10/24/2022,-----,-----,-----,68.2,W,3.3,0.0,,
10/23/2022,26.2,16.7,20.3,62.0,ENE,4.9,0.0,,
10/22/2022,24.7,17.3,20.6,62.8,W,4.1,0.0,,
10/21/2022,25.0,18.4,20.3,66.2,WSW,8.2,0.0,,
10/20/2022,24.2,17.2,19.3,75.8,W,7.8,0.0,,
10/19/2022,26.4,18.1,21.0,61.8,W,4.6,0.0,,
10/18/2022,27.9,-----,-----,69.8,W,5.6,----,,
10/17/2022,-----,-----,-----,51.2,W,7.9,0.0,,
10/16/2022,30.5,18.6,22.7,56.6,SSE,5.0,0.0,,
10/15/2022,-----,-----,-----,65.0,W,5.1,----,,
10/14/2022,24.9,17.6,19.6,65.2,WNW,7.4,0.0,,
10/13/2022,25.6,18.5,20.6,74.6,W,10.9,0.0,,
10/12/2022,28.0,18.8,22.2,49.8,WNW,4.6,0.0,,
10/11/2022,29.0,18.8,21.7,56.8,W,2.8,0.0,,
10/10/2022,25.0,16.0,19.6,63.2,WNW,5.3,0.0,,
10/09/2022,27.9,17.2,22.0,65.9,W,7.9,0.0,,
10/08/2022,25.3,18.4,21.1,63.5,W,9.9,0.0,,
10/07/2022,26.2,20.1,22.6,63.2,W,6.9,0.0,,
10/06/2022,29.8,18.7,22.1,51.4,NW,2.6,0.0,,
10/05/2022,29.6,21.6,23.6,67.0,W,6.3,0.0,,
10/04/2022,31.0,-----,-----,82.7,E,3.1,----,,
10/03/2022,-----,-----,-----,56.8,W,7.8,----,,
10/02/2022,30.6,22.1,25.6,55.3,W,10.2,0.0,,
10/01/2022,32.7,26.4,28.6,35.5,W,6.0,0.0,,
09/30/2022,-----,-----,-----,29.0,SSE,2.8,0.0,,
09/29/2022,31.3,21.7,23.8,53.8,W,10.5,0.0,,
09/28/2022,28.6,21.3,24.2,41.0,W,7.7,0.0,,
09/27/2022,30.5,21.8,24.5,29.8,W,8.3,0.0,,
09/26/2022,31.9,21.8,24.2,26.5,SSE,2.8,0.0,,
09/25/2022,31.9,21.6,25.8,40.0,NE,1.3,0.0,,
09/24/2022,31.6,20.5,24.6,43.5,NNW,1.9,0.0,,
09/23/2022,-----,-----,-----,54.7,W,2.5,0.0,,
09/22/2022,-----,-----,-----,71.6,W,7.4,----,,
09/21/2022,26.5,19.7,21.8,68.7,W,12.7,0.0,,
09/20/2022,28.3,19.7,22.3,72.8,WNW,9.9,0.0,,
09/19/2022,-----,-----,-----,80.3,W,15.4,----,,
09/18/2022,29.4,21.0,24.9,67.9,W,13.4,0.0,,
09/17/2022,-----,-----,-----,60.0,W,6.2,0.0,,
09/16/2022,-----,-----,-----,61.7,WNW,5.6,----,,
09/15/2022,25.8,18.9,22.2,68.5,W,5.9,----,,
09/14/2022,28.5,21.6,24.0,69.7,W,11.1,0.0,,
09/13/2022,29.8,21.3,23.5,70.2,W,8.8,0.0,,
01/01/2023,12.8,6.2,9.5,72.5,SE,14.4,----,----,
12/31/2023,13.5,5.6,9.8,59.2,E,10.7,0.0,----,
12/30/2023,-----,-----,-----,65.3,ESE,9.9,0.0,----,
12/29/2023,12.9,7.8,10.2,75.1,SSE,3.7,0.0,----,
12/28/2023,-----,-----,-----,70.3,WSW,4.3,0.0,----,
12/27/2023,-----,-----,-----,62.7,NW,6.2,----,----,
12/26/2023,15.5,-----,-----,-----,----,----,----,----,
12/25/2023,15.4,8.4,11.0,75.0,WSW,5.3,0.0,----,
12/24/2023,-----,-----,-----,73.0,W,5.6,0.0,----,
12/23/2023,-----,-----,-----,79.2,E,9.7,0.0,----,
12/22/2023,14.6,8.1,10.9,85.0,SE,5.8,0.0,----,
12/21/2023,-----,-----,-----,61.0,W,10.2,0.0,----,
12/20/2023,18.4,8.0,10.3,46.5,NE,2.8,0.0,----,
12/19/2023,-----,-----,-----,44.3,SE,13.0,0.0,----,
12/18/2023,20.3,10.2,14.6,55.0,ESE,6.0,0.0,----,
12/17/2023,-----,-----,-----,61.5,ESE,5.6,0.0,----,
12/16/2023,19.6,10.9,14.2,79.4,SE,1.6,0.0,----,
12/15/2023,19.3,11.4,13.4,74.0,S,1.2,0.0,----,
12/14/2023,-----,-----,-----,74.5,E,8.3,0.0,----,
12/13/2023,-----,-----,-----,66.0,E,4.9,----,----,
12/12/2023,-----,-----,-----,64.0,E,5.6,0.0,----,
12/11/2023,18.7,5.5,10.8,74.4,ESE,9.5,0.0,----,
12/10/2023,17.1,6.3,11.2,73.4,ENE,3.7,0.0,----,
12/09/2023,17.0,7.8,10.7,80.0,ESE,5.6,0.0,----,
12/08/2023,14.6,9.9,13.4,73.2,ESE,4.0,----,----,
12/07/2023,16.5,11.0,13.2,70.8,NNW,3.7,0.0,----,
12/06/2023,-----,-----,-----,68.0,WNW,3.1,0.0,----,
12/05/2023,-----,-----,-----,57.2,SSW,4.6,0.0,----,
12/04/2023,19.3,9.4,13.0,61.0,SE,5.3,0.0,----,
12/03/2023,18.6,9.8,12.9,60.8,SE,3.7,----,----,
12/02/2023,-----,-----,-----,67.8,SE,5.3,----,----,
12/01/2023,21.3,11.6,14.3,69.1,S,4.2,0.0,----,
11/30/2023,-----,-----,-----,82.2,SW,8.6,----,5.0,
11/29/2023,-----,-----,-----,72.2,E,9.3,----,----,
11/28/2023,-----,-----,-----,67.0,ESE,8.8,0.0,----,
11/27/2023,15.3,10.9,12.6,78.8,SE,4.6,0.0,----,
11/26/2023,-----,-----,-----,80.3,WSW,12.4,0.0,----,
11/25/2023,16.4,11.7,14.0,76.6,WSW,10.1,0.0,----,
11/24/2023,17.6,14.0,16.0,63.2,WSW,4.2,0.0,----,
11/23/2023,22.2,12.9,16.1,68.0,E,4.6,0.0,----,
11/22/2023,-----,-----,-----,48.3,SSE,6.2,----,----,
11/21/2023,21.5,-----,-----,39.8,ESE,15.3,----,----,
11/20/2023,21.5,10.9,16.4,43.0,SE,5.6,0.0,----,
11/19/2023,-----,-----,-----,50.8,E,1.9,0.0,----,
11/18/2023,-----,-----,-----,78.0,WSW,4.1,----,----,
11/17/2023,19.9,13.2,15.1,70.7,WSW,6.6,0.0,----,
11/16/2023,17.5,13.2,15.5,68.6,W,10.0,0.0,----,
11/15/2023,-----,-----,-----,74.7,CAL,0.0,0.0,----,
11/14/2023,23.2,-----,-----,56.3,E,6.2,----,----,
11/13/2023,22.8,13.0,16.9,53.0,E,10.9,0.0,----,
04/11/2023,14.7,9.6,11.4,84.5,W,12.5,0.0,,
04/10/2023,28.8,20.4,25.0,29.6,SW,9.0,----,,
04/09/2023,31.8,17.5,21.6,31.5,S,6.8,0.0,,
04/08/2023,-----,-----,-----,36.0,W,5.6,----,,
04/07/2023,-----,-----,-----,60.3,SW,4.9,----,,
04/06/2023,-----,-----,-----,62.0,W,9.6,0.0,,
04/05/2023,-----,-----,-----,42.8,W,11.1,0.0,,
04/04/2023,28.2,14.1,18.1,35.3,SW,10.2,0.0,,
04/03/2023,22.9,13.4,17.1,41.7,SE,4.6,----,,
04/02/2023,19.6,9.4,13.0,66.6,W,4.6,0.0,,
04/01/2023,-----,-----,-----,50.7,WNW,9.3,0.0,,
03/31/2023,-----,-----,-----,58.0,WNW,9.3,0.0,,
03/30/2023,-----,-----,-----,71.3,W,16.1,----,,
03/29/2023,16.4,12.9,15.1,62.5,W,9.6,0.0,,
03/28/2023,-----,-----,-----,48.0,W,9.3,0.0,,
03/27/2023,15.5,11.3,13.4,79.2,W,13.3,----,,
03/26/2023,-----,-----,-----,72.5,W,8.3,0.0,,
03/25/2023,23.2,15.6,18.6,53.8,SE,3.3,----,,
03/24/2023,-----,-----,-----,50.3,ESE,4.3,0.0,,
03/23/2023,18.7,11.7,14.1,61.0,S,2.6,0.0,,
03/22/2023,-----,-----,-----,75.8,W,11.7,0.0,,
03/21/2023,-----,-----,-----,79.7,W,15.4,0.0,,
03/20/2023,-----,-----,-----,84.6,W,15.9,----,,
03/19/2023,-----,-----,-----,75.4,W,15.2,0.0,,
03/18/2023,20.2,12.1,15.7,55.4,W,4.4,0.0,,
03/17/2023,21.0,11.9,14.5,56.7,SW,4.6,0.0,,
03/16/2023,17.6,10.4,12.1,71.4,W,9.0,0.0,,
03/15/2023,12.6,10.5,11.0,83.2,WSW,12.0,----,,
03/14/2023,15.1,11.7,13.8,77.8,W,6.5,0.0,,
03/13/2023,-----,-----,-----,33.0,W,5.1,----,,
03/12/2023,23.9,15.8,18.4,30.3,W,4.0,0.0,,
03/11/2023,-----,-----,-----,39.5,SSE,5.6,----,,
03/10/2023,19.8,8.9,13.4,55.8,W,5.9,0.0,,
03/09/2023,-----,-----,-----,77.0,W,12.6,----,,
03/08/2023,-----,-----,-----,50.5,N,0.9,----,,
03/07/2023,-----,-----,-----,56.5,WSW,4.6,0.0,,
03/06/2023,25.2,13.1,18.3,60.0,W,11.5,----,,
03/05/2023,-----,-----,-----,28.8,W,4.6,0.0,,
03/04/2023,20.6,11.3,14.9,60.2,W,4.1,0.0,,
03/03/2023,24.9,18.0,20.8,28.3,SW,7.7,0.0,,
03/02/2023,25.9,14.6,20.1,29.1,WSW,3.2,0.0,,
03/01/2023,24.8,17.3,20.1,23.1,SSE,8.7,0.0,,
02/28/2023,-----,-----,-----,25.2,SE,11.1,0.0,,
02/27/2023,20.0,13.1,16.5,45.3,S,7.7,----,,
02/26/2023,20.6,9.2,13.2,63.1,E,5.3,0.0,,
02/25/2023,16.9,8.6,11.7,67.2,W,4.6,0.0,,
02/24/2023,-----,-----,-----,69.0,CAL,0.0,0.0,,
02/23/2023,15.9,8.7,11.9,70.0,W,9.5,0.0,,
02/22/2023,17.8,8.6,11.5,63.4,SSW,5.6,0.0,,
02/21/2023,13.9,8.6,11.3,67.5,W,8.0,0.0,,
